name,latitude,longitude,description,type
"C/ FERNANDO PESSOA, 72",41.4457195,2.1929816,09-SantAndreu/60-Sant Andreu,old
"VIA BARCINO, 121",41.448152,2.19294,09-SantAndreu/57-la Trinitat Vella,old
"CRTA. DE RIBES, 77 (TRINITAT VELLA)",41.4486328,2.1898372,09-SantAndreu/57-la Trinitat Vella,old
"VIA BARCINO, 69",41.4519872,2.1935229,09-SantAndreu/57-la Trinitat Vella,old
"C/ CONCEPCIÓ ARENAL, 281",41.4325013,2.1842021,09-SantAndreu/60-Sant Andreu,old
"AV. MERIDIANA, 404",41.4304126,2.1834174,09-SantAndreu/60-Sant Andreu,old
"RAMBLA FABRA I PUIG, 67",41.4299201,2.1849813,09-SantAndreu/60-Sant Andreu,old
"AV. RIO DE JANEIRO, 3",41.43068,2.1821802,08-NouBarris/45-Porta,old
PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,41.4121345,2.1652216,07-Horta-Guinardó/33-el Baix Guinardó,old
"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,07-Horta-Guinardó/33-el Baix Guinardó,old
"TRAVESSERA DE GRÀCIA, 368",41.4098842,2.1715285,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,07-Horta-Guinardó/35-el Guinardó,old
"C/ SANT ANTONI Mª CLARET, 290-296",41.4138664,2.1777274,07-Horta-Guinardó/35-el Guinardó,old
"C/ D'ESCORNALBOU, 51",41.4180789,2.1763994,07-Horta-Guinardó/35-el Guinardó,old
"PG. FONT D´EN- FARGAS, 1",41.4275514,2.1659881,07-Horta-Guinardó/36-la Font d'en Fargues,old
"C/ FULTON, 1",41.4297231,2.1617032,07-Horta-Guinardó/43-Horta,old
"AV. DIAGONAL, 652",41.389462,2.1314948,04-LesCorts/19-les Corts,old
"C/ MALATS, 98-100",41.4366708,2.186105,09-SantAndreu/60-Sant Andreu,old
"C/ BOLÍVIA, 76",41.4030225,2.1913538,10-SantMartí/66-el Parc i la Llacuna del Poblenou,old
"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,02-Eixample/07-la Dreta de l'Eixample,old
PL. VIRREI AMAT,41.4296439,2.174444,08-NouBarris/44-Vilapicina i la Torre Llobeta,old
"C/ MÚRCIA, 64",41.4166982,2.1909952,09-SantAndreu/63-Navas,old
"PL. DELS JARDINS D'ALFÀBIA, 1",41.4373376,2.1740962,08-NouBarris/45-Porta,old
"C/ CUBELLES, 2",41.426078,2.1751572,08-NouBarris/44-Vilapicina i la Torre Llobeta,old
"C/ AMILCAR, 1",41.4300161,2.1720191,08-NouBarris/44-Vilapicina i la Torre Llobeta,old
"C/ GRANOLLERS, 1",41.4283127,2.1629889,07-Horta-Guinardó/43-Horta,old
SEU DEL DISTRICTE (NOU BARRIS),41.4363473,2.1706752,08-NouBarris/48-la Guineueta,old
"C/ SANT ISCLE, 60",41.433384,2.1716309,08-NouBarris/46-el Turó de la Peira,old
"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",41.4364887,2.1841014,08-NouBarris/45-Porta,old
"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,08-NouBarris/52-la Prosperitat,old
"C/ ANDREU NIN, 22",41.4347233,2.1817718,08-NouBarris/45-Porta,old
"C/ DE L'ESCULTOR ORDÓÑEZ, 55",41.4340849,2.1748267,08-NouBarris/45-Porta,old
"C/ DE MALADETA, 1",41.4315843,2.1769107,08-NouBarris/45-Porta,old
"C/ MARIE CURIE, 8-14",41.4366871,2.1693134,08-NouBarris/48-la Guineueta,old
"SEIDOR-C/ CAVALLERS, 41",41.3906352,2.111541,04-LesCorts/21-Pedralbes,old
"C/ CAVALLERS, 67",41.3934324,2.115107,04-LesCorts/21-Pedralbes,old
"PG. MANUEL GIRONA, 7",41.39038,2.121,04-LesCorts/23-Sarrià,old
"AV. DIAGONAL, 680",41.3875297,2.1237141,04-LesCorts/21-Pedralbes,old
"C/ DOCTOR SALVADOR CARDENAL, 1-5",41.3853868,2.122893,04-LesCorts/20-la Maternitat i Sant Ramon,old
C/ PINTOR RIBALTA | AV. XILE,41.3791986,2.1135824,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ CARDENAL REIG, 11",41.37684,2.114029,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ SANT RAMON NONAT,  26",41.3770199,2.1169828,04-LesCorts/20-la Maternitat i Sant Ramon,old
C/ JOSEP SAMITIER | AV. JOAN XXIII,41.3812111,2.1190863,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ GALLEGO, 2",41.3785631,2.1202487,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ ARIZALA, 77",41.3789061,2.1233038,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,03-Sants-Montjuïc/17-Sants - Badal,old
"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,03-Sants-Montjuïc/18-Sants,old
"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,10-SantMartí/64-el Camp de l'Arpa del Clot,old
"C/ CANTÀBRIA, 55",41.4224015,2.198071,10-SantMartí/73-la Verneda i la Pau,old
"RAMBLA DE PRIM, 256",41.4256626,2.2008632,10-SantMartí/73-la Verneda i la Pau,old
"C/ CASTILLEJOS, 388",41.412427,2.170592,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ SAGUÉS, 1",41.3937414,2.1455022,05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,old
"C/ MADRAZO, 39",41.400305,2.149144,05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,old
"C/ SANT HERMENEGILD, 30",41.4031529,2.1445843,05-Sarrià-StGervasi/27-el Putxet i el Farró,old
"C/ SANTALÓ, 165",41.4009,2.13892,05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,old
"C/ VALLMAJOR, 13",41.3981616,2.1386719,05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,old
"C/ REINA VICTORIA, 31",41.3969455,2.136346,05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,old
"C/ ALT DE GIRONELLA, 13",41.3949601,2.1302775,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ BALMES, 409",41.4074131,2.1381069,05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,old
"C/ REUS, 23",41.4050074,2.134603,05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,old
"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,old
"C/ DE LES ESCOLES PIES, 99",41.4029965,2.1283866,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ PAU ALCOVER, 94",41.401883,2.131524,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ CASTELLNOU, 65",41.3970497,2.1279409,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ DOCTOR ROUX, 86",41.3998981,2.1281922,05-Sarrià-StGervasi/24-les Tres Torres,old
"PASSATGE DE SENILLOSA, 3-5",41.3954723,2.1250451,05-Sarrià-StGervasi/23-Sarrià,old
"PG. BONANOVA, 100",41.400793,2.122889,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ SANTA AMÈLIA, 2",41.3935355,2.1231228,05-Sarrià-StGervasi/23-Sarrià,old
"AV. JOSEP VICENÇ FOIX, 52",41.3948771,2.1205394,05-Sarrià-StGervasi/23-Sarrià,old
"C/ CARME KARR, 12-14",41.3986238,2.1204941,05-Sarrià-StGervasi/23-Sarrià,old
"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,05-Sarrià-StGervasi/23-Sarrià,old
"C/ RAMON TURRÓ, 246",41.4017084,2.2053803,10-SantMartí/68-el Poblenou,old
"C/ SANT ADRIÀ, 113",41.4361782,2.2047037,09-SantAndreu/59-el Bon Pastor,old
"PG. D'ENRIC SANCHIS, 33",41.4339212,2.2062245,09-SantAndreu/59-el Bon Pastor,old
"C/ ROC BORONAT, 134",41.4034967,2.1936584,10-SantMartí/66-el Parc i la Llacuna del Poblenou,old
CAMPANA DE LA MAQUINISTA (SAO PAULO I P,41.4389609,2.1996179,09-SantAndreu/59-el Bon Pastor,old
"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",41.4431441,2.1996045,09-SantAndreu/58-Baró de Viver,old
PL. TERESA DE CLARAMUNT/C/ DELS FERROCA,41.3631066,2.1398322,03-Sants-Montjuïc/13-la Marina de Port,old
"PG. ZONA FRANCA, 182",41.360798,2.138931,03-Sants-Montjuïc/13-la Marina de Port,old
"C/ ALTS FORNS, 77",41.3595484,2.1417765,03-Sants-Montjuïc/13-la Marina de Port,old
JARDINS DE CAN FERRERO/PG.DE LA ZONA FR,41.357067,2.141563,03-Sants-Montjuïc/13-la Marina de Port,old
"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,03-Sants-Montjuïc/13-la Marina de Port,old
"C/ LONDRES, 63",41.391756,2.148291,02-Eixample/08-l'Antiga Esquerra de l'Eixample,old
"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",41.3621232,2.1356187,03-Sants-Montjuïc/13-la Marina de Port,old
"C/RADI,10/GRAN VIA DE LES CORTS CATALA",41.363279,2.1341586,03-Sants-Montjuïc/13-la Marina de Port,old
C/ MUNNÉ  2-6,41.37541,2.1232547,03-Sants-Montjuïc/17-Sants - Badal,old
"RAMBLA DEL BRASIL, 5",41.3759419,2.1299539,03-Sants-Montjuïc/17-Sants - Badal,old
"C/ RIERA BLANCA, 123",41.371459,2.127854,03-Sants-Montjuïc/17-Sants - Badal,old
"C/ CAMÈLIES, 73",41.4134503,2.1631012,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ CARDENER, 59",41.4105956,2.1579897,06-Gràcia/31-la Vila de Gràcia,old
"C/ GOMBAU, 24",41.3872437,2.1793035,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
"C/ MÉNDEZ NÚÑEZ, 16",41.3900544,2.1775594,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
"C/ BAILÉN, 62",41.3952527,2.1730023,02-Eixample/07-la Dreta de l'Eixample,old
PG. DE COLOM (LES RAMBLES),41.37652,2.17881,01-CiutatVella/02-el Barri Gòtic,old
"C/ BAILÉN, 100",41.396994,2.1706323,02-Eixample/07-la Dreta de l'Eixample,old
"C/ BRUC, 20",41.3908381,2.1743743,02-Eixample/07-la Dreta de l'Eixample,old
"PG. DE GRÀCIA, 61",41.393062,2.1633226,02-Eixample/07-la Dreta de l'Eixample,old
"C/ VILADOMAT, 244",41.3875712,2.1469336,02-Eixample/09-la Nova Esquerra de l'Eixample,old
"LA RAMBLA, 75",41.3811389,2.1729755,01-CiutatVella/01-el Raval,old
"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,04-LesCorts/19-les Corts,old
"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,02-Eixample/07-la Dreta de l'Eixample,old
"C/ CONSELL DE CENT, 482",41.40013,2.1780175,02-Eixample/05-el Fort Pienc,old
"C/ SARDENYA, 326",41.4039698,2.1729061,02-Eixample/06-la Sagrada Família,old
"C/ DELS ENAMORATS, 49",41.4040525,2.181199,02-Eixample/06-la Sagrada Família,old
"C/ RIBES, 77",41.4001015,2.1841711,02-Eixample/05-el Fort Pienc,old
"AV. PARAL.LEL, 132",41.3750995,2.1613897,02-Eixample/10-Sant Antoni,old
"PG. DE GRÀCIA, 89",41.3949729,2.1612814,02-Eixample/07-la Dreta de l'Eixample,old
WORLD TRADE CENTER,41.3720293,2.1804468,01-CiutatVella/01-el Raval,old
WORLD  TRADE CENTER,41.3718728,2.180302,01-CiutatVella/01-el Raval,old
PL. ICTÍNEO,41.3776292,2.1836886,01-CiutatVella/02-el Barri Gòtic,old
"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,01-CiutatVella/02-el Barri Gòtic,old
"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,03-Sants-Montjuïc/18-Sants,old
"C/ DURAN I BAS, 2",41.3854094,2.1740155,01-CiutatVella/02-el Barri Gòtic,old
"C/ AGUSTÍ DURAN I SANPERE, 10",41.381635534627016,2.1677294668647606,01-CiutatVella/01-el Raval,old
"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,10-SantMartí/68-el Poblenou,old
"C/ NUMÀNCIA, 2",41.381219,2.141767,03-Sants-Montjuïc/18-Sants,old
"C/ VILAMARÍ, 85",41.3807072,2.1468381,02-Eixample/09-la Nova Esquerra de l'Eixample,old
"C/ CASANOVA, 119",41.387888,2.1552902,02-Eixample/08-l'Antiga Esquerra de l'Eixample,old
AV. PARAL.LEL 164,41.3751866,2.1568773,02-Eixample/10-Sant Antoni,old
"C/ NÀPOLS, 125",41.3957813,2.1787074,02-Eixample/05-el Fort Pienc,old
"C/ RIERA ALTA, 6",41.3806411,2.1671611,01-CiutatVella/01-el Raval,old
RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
"C/ COMERÇ, 36",41.3869612,2.1820169,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,09-SantAndreu/61-la Sagrera,old
"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,10-SantMartí/67-la Vila Olímpica del Poblenou,old
"C/ LLACUNA, 86",41.4022657,2.1976297,10-SantMartí/68-el Poblenou,old
"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,02-Eixample/08-l'Antiga Esquerra de l'Eixample,old
"PL. CATALUNYA, 22",41.3860607,2.1702467,02-Eixample/02-el Barri Gòtic,old
"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,10-SantMartí/67-la Vila Olímpica del Poblenou,old
AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPI,41.3889129,2.1993105,10-SantMartí/67-la Vila Olímpica del Poblenou,old
PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒ,41.380955,2.1934636,01-CiutatVella/03-la Barceloneta,old
"C/ PAVIA, 3",41.3734706,2.1332694,03-Sants-Montjuïc/18-Sants,old
MOLL ORIENTAL,41.3694508,2.1879597,01-CiutatVella/03-la Barceloneta,old
PLA DE PALAU,41.382418,2.183723,01-CiutatVella/02-el Barri Gòtic,old
PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,01-CiutatVella/02-el Barri Gòtic,old
"C/ VALLESPIR, 49",41.3796421,2.1368202,03-Sants-Montjuïc/18-Sants,old
"C/ JUAN GRIS, 28",41.3653426,2.1331357,03-Sants-Montjuïc/16-la Bordeta,old
"C/ COMTE BORRELL, 198",41.3854003,2.1521802,02-Eixample/09-la Nova Esquerra de l'Eixample,old
"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,02-Eixample/07-la Dreta de l'Eixample,old
"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,10-SantMartí/67-la Vila Olímpica del Poblenou,old
"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,10-SantMartí/67-la Vila Olímpica del Poblenou,old
PG.DE COLOM (LES RAMBLES),41.376433,2.17871,01-CiutatVella/02-el Barri Gòtic,old
"C/ JOSEP PLA, 67",41.411381,2.2122054,10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou,old
"PL. URQUINAONA, 3",41.3893094,2.1727457,02-Eixample/07-la Dreta de l'Eixample,old
"C/ BRUC, 66",41.393489,2.1707419,02-Eixample/07-la Dreta de l'Eixample,old
"C/ CASP, 67",41.3937234,2.1764275,02-Eixample/07-la Dreta de l'Eixample,old
"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,01-CiutatVella/01-el Raval,old
"RAMBLA DEL RAVAL, 20",41.3781065,2.1696744,01-CiutatVella/01-el Raval,old
"C/ VILLAR, 2",41.4164824,2.1801094,07-Horta-Guinardó/35-el Guinardó,old
PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
PG. DE LLUIS COMPANYS (ARC DE TRIOMF ),41.391313,2.1808391,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",old
"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,03-Sants-Montjuïc/11-el Poble-sec,old
"C/ VALLESPIR, 13",41.378118,2.1378667,03-Sants-Montjuïc/18-Sants,old
"C/ JORDI GIRONA, 29",41.3881175,2.1154135,04-LesCorts/21-Pedralbes,old
"C/ HONDURAS, 32-34",41.4202459,2.1894852,09-SantAndreu/61-la Sagrera,old
PG. MARÍTIM DE LA BARCELONETA,41.3795862,2.1925198,01-CiutatVella/03-la Barceloneta,old
"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,01-CiutatVella/01-el Raval,old
"C/ DE RIBES, 59 B",41.39828,2.1830315,02-Eixample/05-el Fort Pienc,old
"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,01-CiutatVella/01-el Raval,old
"C/ PUJADES, 103",41.3983902,2.1960799,10-SantMartí/68-el Poblenou,old
"C/ GRAN CAPITÀ, 9",41.3881262,2.1091535,04-LesCorts/21-Pedralbes,old
" C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,04-LesCorts/21-Pedralbes,old
"AV. JOAN XXIII, 17",41.383467,2.122175,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,04-LesCorts/20-la Maternitat i Sant Ramon,old
"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",41.3862258,2.1168609,04-LesCorts/21-Pedralbes,old
"C/ ROGER, 24",41.3767538,2.1269152,03-Sants-Montjuïc/17-Sants - Badal,old
"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",41.383585,2.112186,04-LesCorts/20-la Maternitat i Sant Ramon,old
"PG. ZONA FRANCA, 54",41.3545425,2.1433038,03-Sants-Montjuïc/12-la Marina del Prat Vermell,old
"PG. ZONA FRANCA, 9",41.3513237,2.1450958,03-Sants-Montjuïc/12-la Marina del Prat Vermell,old
"C/ NÀPOLS, 183",41.3981669,2.1754896,02-Eixample/07-la Dreta de l'Eixample,old
"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,03-Sants-Montjuïc/16-la Bordeta,old
"C/ SELVA DE MAR, 230",41.417694,2.1976864,10-SantMartí/72-Sant Martí de Provençals,old
"C/ WATT, 2",41.3754426,2.1398409,03-Sants-Montjuïc/18-Sants,old
"C/ MINERIA, 30",41.3649272,2.138599,03-Sants-Montjuïc/13-la Marina de Port,old
"C/ CASANOVA, 139",41.3887127,2.1542277,02-Eixample/08-l'Antiga Esquerra de l'Eixample,old
"C/ LLEIDA, 40",41.3717304,2.1554047,03-Sants-Montjuïc/11-el Poble-sec,old
"C/ VILAMARÍ, 2",41.3755016,2.154004,02-Eixample/10-Sant Antoni,old
"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,01-CiutatVella/03-la Barceloneta,old
"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,02-Eixample/05-el Fort Pienc,old
"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,10-SantMartí/68-el Poblenou,old
"C/ BOLIVIA, 120",41.4058109,2.1949461,10-SantMartí/71-Provençals del Poblenou,old
"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,10-SantMartí/71-Provençals del Poblenou,old
"C/ PALLARS, 504",41.4140598,2.2150487,10-SantMartí/70-el Besòs i el Maresme,old
"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",41.4194972,2.20934,10-SantMartí/73-la Verneda i la Pau,old
"C/ SARDENYA, 402",41.4072349,2.1684799,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ PROVENÇA, 595",41.4105848,2.1826833,10-SantMartí/64-el Camp de l'Arpa del Clot,old
"C/ MÚRCIA, 1",41.4143392,2.1874539,10-SantMartí/65-el Clot,old
"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,09-SantAndreu/59-el Bon Pastor,old
"C/ TUCUMÁN, 21",41.4457962,2.2010422,09-SantAndreu/59-el Bon Pastor,old
"PG. SANTA COLOMA, 105",41.4479402,2.1976757,09-SantAndreu/57-la Trinitat Vella,old
"C/ MIREIA, 28",41.4513863,2.1894717,09-SantAndreu/57-la Trinitat Vella,old
"AV. RIO DE JANEIRO, 118",41.442489,2.185727,08-NouBarris/52-la Prosperitat,old
"C/ PALAMÓS, 33",41.446923,2.184857,08-NouBarris/53-la Trinitat Nova,old
"C/ PEDROSA, 24",41.4490679,2.1833801,08-NouBarris/53-la Trinitat Nova,old
"AV. RIO DE JANEIRO, 96",41.439692,2.182335,08-NouBarris/52-la Prosperitat,old
"C/ ROSSELLÓ, 261",41.3954094,2.1599427,02-Eixample/07-la Dreta de l'Eixample,old
"C/ PABLO IGLESIAS, 21",41.443387,2.1813051,08-NouBarris/52-la Prosperitat,old
PL. JESÚS CARRASCO,41.4450463,2.176726,08-NouBarris/51-Verdun,old
"C/ NOU BARRIS, 23",41.4480464,2.1775154,08-NouBarris/50-les Roquetes,old
"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,08-NouBarris/52-la Prosperitat,old
"C/ GÒNGORA, 23",41.4432762,2.1746238,08-NouBarris/51-Verdun,old
"PG. VALLDAURA, 171",41.4389014,2.1715576,08-NouBarris/48-la Guineueta,old
"VIA FAVÈNCIA, 186",41.4427374,2.170393,08-NouBarris/48-la Guineueta,old
"PG. FABRA I PUIG, 449",41.4388644,2.1657506,08-NouBarris/48-la Guineueta,old
"VIA FAVÈNCIA, 47",41.4418604,2.1664224,08-NouBarris/49-Canyelles,old
"C/ CAMPO FLORIDO, 66",41.4216738,2.1799878,09-SantAndreu/62-el Congrés i els Indians,old
"C/ PERIODISTES, 9",41.422037,2.174401,07-Horta-Guinardó/35-el Guinardó,old
"C/ AMILCAR, 78",41.4260751,2.1722534,07-Horta-Guinardó/36-la Font d'en Fargues,old
"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,08-NouBarris/44-Vilapicina i la Torre Llobeta,old
"PG. FABRA I PUIG, 344",41.430623,2.1671068,08-NouBarris/46-el Turó de la Peira,old
"PG. FABRA I PUIG, 385",41.4333259,2.1629258,07-Horta-Guinardó/43-Horta,old
"PG. FABRA I PUIG, 411",41.4357978,2.163872,07-Horta-Guinardó/43-Horta,old
"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",41.4372022,2.1620235,07-Horta-Guinardó/43-Horta,old
"C/ LISBOA, 1",41.429561735076526,2.158968456344588,07-Horta-Guinardó/43-Horta,old
"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",41.4345997,2.1585268,07-Horta-Guinardó/43-Horta,old
"PG. VALLDAURA, 26",41.4374904,2.1565742,07-Horta-Guinardó/43-Horta,old
"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,07-Horta-Guinardó/43-Horta,old
"C/ LISBOA, 128",41.4267638,2.1521909,07-Horta-Guinardó/42-la Clota,old
"AV. CAN MARCET, 36",41.4347859,2.147904,07-Horta-Guinardó/41-la Vall d'Hebron,old
"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,07-Horta-Guinardó/41-la Vall d'Hebron,old
"PG. VALL D'HEBRÓN, 168",41.4280668,2.1443777,07-Horta-Guinardó/41-la Vall d'Hebron,old
"C/ PARE MARIANA, 24",41.4306689,2.1456449,07-Horta-Guinardó/41-la Vall d'Hebron,old
PL. TETUAN,41.3943454,2.1751709,02-Eixample/07-la Dreta de l'Eixample,old
"PG. VALL D'HEBRÓN, 80",41.419965,2.1401823,06-Gràcia/28-Vallcarca i els Penitents,old
"RBLA. CATALUNYA, 33 - C/ DIPUTACIÓ",41.3896967,2.1652199,02-Eixample/07-la Dreta de l'Eixample,old
"C/ DIPUTACIÓ, 22",41.377846,2.150523,02-Eixample/09-la Nova Esquerra de l'Eixample,old
"C/ PROVENÇA,  445",41.4048623,2.174799,02-Eixample/06-la Sagrada Família,old
"PTGE. MALUQUER, 16",41.4095489,2.1360313,05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,old
"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,06-Gràcia/28-Vallcarca i els Penitents,old
"AV. VALLCARCA, 196",41.4160558,2.1421504,06-Gràcia/28-Vallcarca i els Penitents,old
"C/ ARGENTERA, 23",41.4117633,2.1453424,06-Gràcia/28-Vallcarca i els Penitents,old
"C/ ELISA, 1",41.4052698,2.1420204,05-Sarrià-StGervasi/27-el Putxet i el Farró,old
"AV. VALLCARCA, 11",41.4074444,2.1492066,06-Gràcia/28-Vallcarca i els Penitents,old
"C/ MAIGNON, 31-41",41.4095926,2.1524953,06-Gràcia/30-la Salut,old
"C/ MASSENS, 76",41.4092333,2.1557747,06-Gràcia/31-la Vila de Gràcia,old
"C/ CAMÈLIES, 78",41.4145614,2.1658677,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ GARRIGA I ROCA, 2",41.4191957,2.1718497,07-Horta-Guinardó/35-el Guinardó,old
"C/ SARDENYA, 494",41.4107641,2.1640965,07-Horta-Guinardó/33-el Baix Guinardó,old
"C/ SARDENYA, 465",41.4090922,2.1656378,06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova,old
"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,06-Gràcia/31-la Vila de Gràcia,old
"C/ GRAN DE GRÀCIA, 37",41.3989151,2.1564253,06-Gràcia/31-la Vila de Gràcia,old
"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,06-Gràcia/31-la Vila de Gràcia,old
"C/ D'ALACANT, 12",41.4000778,2.1326911,05-Sarrià-StGervasi/24-les Tres Torres,old
"VIA AUGUSTA, 317",41.399017,2.124329,05-Sarrià-StGervasi/24-les Tres Torres,old
"C/ ARAGÓ, 614",41.4095069,2.1885055,10-SantMartí/65-el Clot,old
"C/ SANT ADRIÀ, 43",41.4352071,2.1948002,09-SantAndreu/59-el Bon Pastor,old
"C/ SANT ADRIÀ, 88",41.4354601,2.2001569,09-SantAndreu/59-el Bon Pastor,old
"AV. RASOS DE PEGUERA, 10",41.462095,2.178959,08-NouBarris/55-Ciutat Meridiana,old
"C/ LLOBREGÓS, 115",41.4246885,2.1570492,07-Horta-Guinardó/37-el Carmel,old
"C/ PEDRELL, 52",41.4246548,2.166289,07-Horta-Guinardó/36-la Font d'en Fargues,old
C/ TARONGERS | AV. MIRAMAR (TELEFÈRIC),41.3683855,2.1645038,03-Sants-Montjuïc/11-el Poble-sec,old
"PG. OLIMPIC, 8",41.36197290053919,2.154321610450753,03-Sants-Montjuïc/11-el Poble-sec,old
"AV. ESTADI, 12",41.3653602,2.1476099,03-Sants-Montjuïc/11-el Poble-sec,old
"AV. ESTADI, 38",41.3663147,2.1522059,03-Sants-Montjuïc/11-el Poble-sec,old
"C/ FRANÇA XICA, 4",41.3721749,2.1602153,03-Sants-Montjuïc/11-el Poble-sec,old
"C/ MANDONI, 6",41.3693483,2.1426008,03-Sants-Montjuïc/14-la Font de la Guatlla,old
"C/ MARBRE, 2",41.3614158,2.1476169,03-Sants-Montjuïc/13-la Marina de Port,old
Copa América Barcelona - 542,41.3745380911102,2.189216913266181,,old
Copa América Barcelona - 543,41.38382985640722,2.191370993848407,,old
"C/ MONTFAR, 1",41.37049,2.148729,03-Sants-Montjuïc/14-la Font de la Guatlla,old
01-CiutatVella/02-el Barri Gòtic,41.3805943,2.17928032,5 estaciones con <40% de disponibilidad,new
